device_name,compute_capability,dtype,q_heads,kv_heads,head_dim,batch_size,seq_len,page_size,num_splits,sm_margin,contiguous_median_us,paged_identity_median_us,paged_shuffled_median_us,paged_identity_overhead_pct,paged_shuffled_overhead_pct,contiguous_tokens_per_sec,paged_identity_tokens_per_sec,paged_shuffled_tokens_per_sec,all_layouts_present,identity_correctness_passed,shuffled_correctness_passed,identity_max_abs_diff,shuffled_max_abs_diff
NVIDIA H100 80GB HBM3,9.0,bf16,32,8,128,128,1024,128,0,0,246.87999486923218,247.82399833202362,249.37599897384644,0.3823734131602974,1.011019181986117,518470.5227647111,516495.58098288474,513281.15186186833,True,True,True,0.0009765625,0.0009765625
NVIDIA H100 80GB HBM3,9.0,bf16,32,8,128,128,2048,16,0,0,420.80000042915344,420.48001289367676,422.87999391555786,-0.07604266519732894,0.4942950295349746,304182.5091954825,304413.99370953284,302686.3456339329,True,True,True,0.0009765625,0.0009765625
NVIDIA H100 80GB HBM3,9.0,bf16,32,8,128,128,2048,128,0,0,421.1199879646301,416.9920086860657,419.2479997873306,-0.9802382685552224,-0.44452608064206034,303951.37646791234,306960.31898387143,305308.5526106977,True,True,True,0.0009765625,0.0009765625
NVIDIA H100 80GB HBM3,9.0,bf16,32,8,128,128,4096,16,0,0,776.3199806213379,755.9360265731812,773.3599841594696,-2.6257154983750586,-0.38128562136184874,164880.46578107332,169326.49787873088,165511.53747516105,True,True,True,0.00048828125,0.00048828125
NVIDIA H100 80GB HBM3,9.0,bf16,32,8,128,128,4096,128,0,0,778.656005859375,754.4959783554077,764.2239928245544,-3.102785738781111,-1.8534517073290235,164385.81226729375,169649.67829120118,167490.16152569998,True,True,True,0.00048828125,0.00048828125
NVIDIA H100 80GB HBM3,9.0,bf16,32,8,128,128,8192,16,0,0,1488.8319969177246,1437.4079704284668,1473.5360145568848,-3.453984505687624,-1.0273813561574863,85973.43438681719,89049.17924021625,86865.87822455876,True,True,True,0.00048828125,0.00048828125
NVIDIA H100 80GB HBM3,9.0,bf16,32,8,128,128,8192,128,0,0,1487.5680208206177,1437.5040531158447,1457.1359753608704,-3.3654909895922014,-2.045758246601692,86046.48541005119,89043.22719825042,87843.55212168848,True,True,True,0.00048828125,0.00048828125
NVIDIA H100 80GB HBM3,9.0,bf16,32,8,128,128,16384,16,0,0,2916.719913482666,2804.4159412384033,2879.9679279327393,-3.8503516133013838,-1.260045072550131,43884.91312049346,45642.302241184814,44444.9393892658,True,True,True,0.000244140625,0.000244140625
NVIDIA H100 80GB HBM3,9.0,bf16,32,8,128,128,16384,128,0,0,2919.152021408081,2805.0079345703125,2843.35994720459,-3.91017960012614,-2.596372975701766,43848.3501582963,45632.66949175593,45017.16362919209,True,True,True,0.000244140625,0.000244140625
NVIDIA H100 80GB HBM3,9.0,bf16,32,8,128,128,32768,16,0,0,5838.111877441406,5534.191846847534,5664.240121841431,-5.205793190915475,-2.9782189730179653,21924.896728100543,23128.941594771997,22597.912031735603,True,True,True,0.000244140625,0.000244140625
NVIDIA H100 80GB HBM3,9.0,bf16,32,8,128,128,32768,128,0,0,5836.287975311279,5561.10405921936,5611.616134643555,-4.715050341175841,-3.8495674239882205,21931.748491758255,23017.012204221905,22809.82820791794,True,True,True,0.000244140625,0.000244140625
